ship_to_state,vaccine_distribution_phase,order_number,order_date,supplier_name,manufacturer_name,expiration_date,batch_number
ma,fase4,340833,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN — — | sc,,
ma,fase5,342764,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN —,2022-02-28 00:00:00,210038
ma,fase5,342806,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ EE a TSNA S,2021-06-04 00:00:00,41202025
ma,fase6,343579,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN —,2022-02-28 00:00:00,210042A
ma,fase7,344259,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210050
ma,fase8,344873,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇAÃO BUTANTAN,2022-02-28 00:00:00,210059
ma,fase9,345349,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210078
ma,fase9,345313,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-20 00:00:00,
mg,fase1,339097,2021-01-17 00:00:00,FLUNDAÇÃO BUTANTAN,,,202009013
mg,fase10,346136,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,,
mg,fase10,346214,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210096
mg,fase10,346214,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ——,2022-03-31 00:00:00,210090
mg,fase11,346732,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210113
mg,fase11,346732,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN ! ' ',2022-03-31 00:00:00,210113
mg,fase11,346732,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN B i,2022-03-31 00:00:00,210116
mg,fase11,346732,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210115
mg,fase11,346729,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ .,BIO-MANGUINHOS,2021-09-03 00:00:00,213VCDO01W
mg,fase12,347415,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,2101388 É
mg,fase12,347441,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-06 00:00:00,213VCDOO6GW .É
mg,fase13,348317,2021-04-14 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,213VCDO0O28W /
mg,fase13,348317,2021-04-14 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-12 00:00:00,213VCDO1 22/
mg,fase13,348289,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210143
mg,fase14,349136,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210146
mg,fase14,349133,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,"BIO-MANGUINHOS ,",2021-09-21 00:00:00,213VCD030Z
mg,fase15,349727,2021-01-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210149 T
mg,fase15,349698,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-26 00:00:00,213VCDO37W -
mg,fase15,349698,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-25 00:00:00,213VCDO036Z22
mg,fase16,350034,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
mg,fase16,350034,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,s FUNDAÇÃO BETANTAR S o o o o o E E A,2022-03-31 00:00:00,210150
mg,fase17,350092,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-30 00:00:00,214VCDO51Z
mg,fase17,350092,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-09 00:00:00,214VCDO074Z
mg,fase17,350092,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2027-10-09 00:00:00,214VCDO73W
mg,fase17,350120,2021-05-01 00:00:00,PFIZER EXPORT B.v,PFIZER MANUFACTURING BELGIUM NV,2021-08-31 00:00:00,
mg,fase18,350637,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABXO528
mg,fase19,350939,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210210
mg,fase2,339755,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
mg,fase20,351011,,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM NV,,
mg,fase20,351226,2021-05-08 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.v,2021-09-30 00:00:00,EWO195
mg,fase21,351479,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,,2022-04-30 00:00:00,210211
mg,fase21,351479,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210212
mg,fase21,351479,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN |,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210214
mg,fase21,351479,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210215
mg,fase21,351479,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210217
mg,fase21,351479,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-17 00:00:00,214VCDOB88W
mg,fase21,351479,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-17 00:00:00,214VCDOS9W
mg,fase22,351674,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,
mg,fase3,339788,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,
mg,fase4,,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-19 00:00:00,210014
mg,fase4,340822,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN - - ——,2021-11-30 00:00:00,210017
mg,fase5,342751,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,
mg,fase5,342751,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
mg,fase5,342751,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
mg,fase5,342751,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
mg,fase5,342751,,FUNDAÇÃO: BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
mg,fase5,342751,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ | —,2021-03-29 00:00:00,
mg,fase6,435689,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210047
mg,fase6,435689,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN —A,2022-02-28 00:00:00,210040
mg,fase7,344269,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN o o e   —,,
mg,fase8,344887,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210072 FE
mg,fase8,344887,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210071
mg,fase9,,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
mg,fase9,,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
mg,fase9,,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
mg,fase9,345410,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-20 00:00:00,
ms,fase1,339108,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ms,fase1,339108,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ms,fase10,346145,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,,
ms,fase10,346220,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,FUNDAÇÃO BUTANTAN,,
ms,fase10,346220,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
ms,fase11,346748,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNB]AÇÃG BUTANTAN ',2022-03-31 00:00:00,210132
ms,fase11,346740,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-02 00:00:00,
ms,fase12,347421,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210136
ms,fase12,347447,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-04 00:00:00,213VCDO02W
ms,fase12,347447,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-05 00:00:00,213VCDOO04W
ms,fase12,347447,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-09-05 00:00:00,213VCDO03W
ms,fase13,348325,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,2021-09-14 00:00:00,213VCDO16W
ms,fase13,348296,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210145
ms,fase14,349148,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
ms,fase14,349154,,- FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
ms,fase15,349708,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-25 00:00:00,213VCDO34W
ms,fase16,350046,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN _,2022-03-31 00:00:00,210150
ms,fase17,350099,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS F1- SOO la v,2021-10-08 00:00:00,214VCDO69W
ms,fase17,350127,2021-05-01 00:00:00,PFIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM Nv,2021-08-31 00:00:00,EX2405
ms,fase18,350648,2021-05-05 00:00:00,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0528
ms,fase19,350945,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ms,fase2,339711,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
ms,fase20,351023,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,2021-09-30 00:00:00,EWO0195
ms,fase21,351466,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
ms,fase21,351466,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO70W
ms,fase22,351655,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
ms,fase3,339781,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
ms,fase4,340341,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210013
ms,fase4,340818,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-30 00:00:00,210018A
ms,fase5,342822,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-22 00:00:00,
ms,fase5,342777,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
ms,fase6,343596,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
ms,fase7,344260,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
ms,fase8,344879,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210052A
ms,fase8,344879,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210057
ms,fase8,344879,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210063
ms,fase8,344879,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210060
ms,fase8,344879,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210059
ms,fase9,345368,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210086
ms,fase9,345368,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,210078
ms,fase9,345328,2021-03-19 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-10 00:00:00,
mt,fase1,339104,,,FUNDAÇÃO BUTANTAN,,
mt,fase1,339104,,,FUNDAÇÃO BUTANTAN,,
mt,fase1,339104,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2033-10-02 00:00:00,202070070
mt,fase10,346146,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV5O06
mt,fase10,346221,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN  À,2022-03-31 00:00:00,210099
mt,fase10,346221,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210097
mt,fase11,346749,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN  |,2022-03-31 00:00:00,* 240121
mt,fase11,346749,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,» 210111
mt,fase11,346742,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-02 00:00:00,
mt,fase12,347422,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210139
mt,fase12,347448,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
mt,fase12,347448,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
mt,fase12,347448,2021-04-07 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,
mt,fase13,348326,2021-04-14 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-15 00:00:00,213VCDO17W
mt,fase13,348297,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
mt,fase14,349150,2021-04-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210148
mt,fase14,349155,2021-04-21 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
mt,fase15,349735,2021-04-28 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210149
mt,fase15,349709,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-09-26 00:00:00,213VCDO37W
mt,fase16,350047,2021-04-30 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210150
mt,fase17,350100,2021-05-01 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ :,BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO69W
mt,fase17,350128,2021-05-01 00:00:00,PFIZER EXPORT B.V X,PFIZER MANUFACTURING BELGIUM NV i,2021-08-31 00:00:00,EX2405
mt,fase18,350650,,ORGANIZACAO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECA AB,2021-07-31 00:00:00,ABX0529
mt,fase19,350946,2021-05-06 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210211
mt,fase2,339713,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,412072005
mt,fase20,351024,2021-05-07 00:00:00,PFIZER EXPORT B.V,PFIZER EXPORT B.V,2021-09-30 00:00:00,
mt,fase21,351464,2021-05-11 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
mt,fase21,351464,2021-05-11 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-10-08 00:00:00,214VCDO70W
mt,fase22,351654,2021-05-13 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210218
mt,fase3,339779,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,
mt,fase4,340339,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN “,,
mt,fase4,340819,2021-02-05 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
mt,fase5,342781,2021-02-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,
mt,fase5,342823,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-22 00:00:00,
mt,fase6,343597,2021-03-02 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210043
mt,fase7,344258,2021-03-08 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210050
mt,fase8,344878,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN -,2022-02-28 00:00:00,210052A
mt,fase8,344878,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN . |,2022-02-28 00:00:00,210058
mt,fase8,344878,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,,2022-02-28 00:00:00,210062
mt,fase8,344878,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN |,2022-02-28 00:00:00,210061
mt,fase8,344878,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210061
mt,fase9,345370,2021-03-19 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,
mt,fase9,345329,2021-03-19 00:00:00,FIDCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-08-21 00:00:00,
pa,fase1,339085,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-27 00:00:00,202010040
pa,fase1,339085,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010028
pa,fase10,346123,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,,
pa,fase10,345202,,FUNDAÇÃO BUTANTAN,-  FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210089
pa,fase11,246705,2021-03-31 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210111
pa,fase11,346708,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,219VGCDO02W
pa,fase12,347403,2021-04-07 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,210133
pa,fase12,347429,2021-04-07 00:00:00,FICCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,,213VCDO0SW
pa,fase13,489304,2021-04-14 00:00:00,BIO-MANGUINHOS,BIO-MANGUINHOS,,213NVCDO10W
pa,fase13,348977,2021-04-14 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pa,fase14,349114,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN =,,
pa,fase15,243714,2021-04-28 00:00:00,,FUNDAÇÃO BUTANTAN,,
pa,fase16,350020,,FUNDAÇÃO BUTANTAM,FUNDAÇÃO BUTANTAN,,
pa,fase17,350080,,,BIO-MANGUINHOS,,
pa,fase17,350108,,,PEIZER MANUFACTURING BELGILM NV,,
pa,fase18,360620,,ORGANIZAÇAÃO PANAMERICANA DA SAUDE NO BRASIL,ASTRAZENECÁA AB,,ABW4735
pa,fase19,350926,,,FUNDAÇÃO BUTANTAN,,
pa,fase2,339684,2021-01-22 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,2021-04-14 00:00:00,41207005
pa,fase20,350999,2021-08-07 00:00:00,PEIZER EXPORT B.V,PFIZER MANUFACTURING BELGIUM tv,,EXZ2405
pa,fase21,351465,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-04-30 00:00:00,210213
pa,fase21,351465,,FUNDAÇÃO BUTANTAN,BIO-MANGUINHOS,2022-04-30 00:00:00,210213
pa,fase22,351660,,,FUNDAÇÃO BUTANTAN,,
pa,fase3,339778,2021-01-23 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-12-31 00:00:00,200279
pa,fase4,340327,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2021-11-10 00:00:00,210012
pa,fase4,340327,2021-01-29 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pa,fase5,,,,( FUNDAÇÃO BUTANTAN,,
pa,fase5,342803,2021-02-24 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,2021-06-04 00:00:00,4120Z025
pa,fase6,343576,2021-03-02 00:00:00,FUNDCAÇÃO BUTANTAR,FUNCAÇÃO BUTANTABRL,,
pa,fase8,344869,2021-03-15 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2022-02-28 00:00:00,210057
pa,fase9,345345,,,FUNDAÇÃO BUTANTAN,,
pa,fase9,345310,2021-03-19 00:00:00,,BIO-MANGUINHOS,,
pb,fase1,339092,2021-01-17 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,2023-10-16 00:00:00,202010028
pb,fase10,346131,2021-03-24 00:00:00,ORGANIZAÇÃO PAN-AMERICANA DA SAÚDE,ASTRAZENECA AB,2021-05-31 00:00:00,CTMAV505
pb,fase10,346209,2021-03-24 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN À,2022-03-31 00:00:00,210090
pb,fase11,346725,,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pb,fase11,346717,2021-03-31 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS .,2021-09-03 00:00:00,213VCDO
pb,fase12,347410,,F çã | Dt. Validade: 31/03/2022 Lote: 2101383,FUNDAÇÃO BUTANTAN,2022-03-31 00:00:00,2101383
pb,fase13,348311,2021-04-14 00:00:00,,BIO-MANGUINHOS,,
pb,fase13,348284,2021-04-14 00:00:00,FUNDAÇÃO BUTAITAN,FUNDAÇÃO BUTAKTAN,2022-03-31 00:00:00,-21 01l42
pb,fase14,349130,2021-01-21 00:00:00,FUNDAÇÃO BUTANTAN,FUNDAÇÃO BUTANTAN,,
pb,fase14,349127,2021-01-21 00:00:00,FIOCRU? - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
pb,fase15,349722,2021-04-26 00:00:00,FUNDAÇÃO BUTANTAN ,FUNDAÇÃO BUTANTAN,,210149
pb,fase15,349693,2021-04-28 00:00:00,FIOCRUZ - FUNDAÇÃO OSWALDO CRUZ,BIO-MANGUINHOS,,
